Tag,Tank,Date,BW,Temp,Sal,Notes
A094,3,2020-09-18,6.6856,27.3,32.6,
A100,3,2020-09-18,4.0621,27.3,32.6,
A106,3,2020-09-18,4.6371,27.3,32.6,
A119,3,2020-09-18,4.3999,27.3,32.7,
A125,3,2020-09-18,3.9858,27.2,32.7,
A130,3,2020-09-18,6.7331,27.3,32.6,
A151,3,2020-09-18,4.2079,27.2,32.6,
A162,3,2020-09-18,4.9239,27.2,32.7,
A167,3,2020-09-18,6.3022,27.2,32.7,
A175,3,2020-09-18,7.1516,27.4,32.6,
A190,3,2020-09-18,3.7617,27.8,32.5,
A195,3,2020-09-18,4.0902,27.4,32.6,
A070,3,2020-09-18,3.8455,27.2,32.7,
A092,3,2020-09-18,3.8518,27.3,32.6,
204,4,2020-09-18,5.0154,27.1,32.6,
216,4,2020-09-18,6.9484,27,32.6,
235,4,2020-09-18,7.065,27,32.6,
261,4,2020-09-18,3.5504,27,32.6,
266,4,2020-09-18,5.2941,27,32.6,
272,4,2020-09-18,3.9898,27,32.6,
284,4,2020-09-18,7.585,27,32.6,
285,4,2020-09-18,8.6572,27,32.6,
A002,4,2020-09-18,4.2003,27.2,32.6,
A008,4,2020-09-18,3.9305,27.1,32.6,
A027,4,2020-09-18,4.737,27.2,32.6,
A034,4,2020-09-18,2.7729,27.1,32.6,
A037,4,2020-09-18,3.5947,27.1,32.6,
A040,4,2020-09-18,9.064,27.1,32.6,
A045,4,2020-09-18,4.6512,27.1,32.6,
A046,4,2020-09-18,6.2488,27.1,32.6,
A068,4,2020-09-18,4.3328,27.1,32.6,
A071,4,2020-09-18,4.7513,27.1,32.6,
A076,4,2020-09-18,4.7618,27.1,32.6,
A089,4,2020-09-18,7.9802,27.1,32.6,
A102,4,2020-09-18,5.6188,27.1,32.6,
A107,4,2020-09-18,4.4486,27.1,32.6,
A118,4,2020-09-18,3.7956,27.1,32.6,
A129,4,2020-09-18,7.5929,27.1,32.6,
A155,4,2020-09-18,4.6408,27.1,32.6,
A163,4,2020-09-18,5.8604,27.1,32.6,
A172,4,2020-09-18,3.9248,27.1,32.6,
A176,4,2020-09-18,8.4258,27.1,32.6,
A179,4,2020-09-18,4.3555,27.1,32.6,
A198,4,2020-09-18,3.8722,27.1,32.6,
A199,4,2020-09-18,10.6148,27.1,32.6,
A153,4,2020-09-18,3.3405,27.1,32.6,water sample 2
227,5,2020-09-18,3.0584,27.5,33.2,water sample 3
228,5,2020-09-18,7.1948,27.5,33.2,
250,5,2020-09-18,5.0328,27.5,33.2,
252,5,2020-09-18,4.9656,27.2,33.2,tip fell off and reglued 
256,5,2020-09-18,10.6474,27.5,33.2,
264,5,2020-09-18,10.7021,27.5,33.2,
268,5,2020-09-18,7.2658,27.5,33.2,
276,5,2020-09-18,7.3464,27.5,33.2,
A004,5,2020-09-18,4.2485,27.5,33.1,
A015,5,2020-09-18,3.466,27.5,33.1,
A017,5,2020-09-18,3.3267,27.6,33.2,TL 9/14/20
A028,5,2020-09-18,3.3851,27.6,33.2,
A049,5,2020-09-18,6.4275,27.6,33.2,
A057,5,2020-09-18,6.251,27.6,33.2,
A062,5,2020-09-18,3.4479,27.6,33.2,
A066,5,2020-09-18,4.0958,27.6,33.2,
A086,5,2020-09-18,4.8991,27.6,33.2,
A087,5,2020-09-18,5.0335,27.6,33.2,
A091,5,2020-09-18,4.8738,27.6,33.2,
A095,5,2020-09-18,4.784,27.6,33.2,
A109,5,2020-09-18,4.7422,27.6,33.2,
A115,5,2020-09-18,3.5617,27.6,33.2,
A121,5,2020-09-18,6.8812,27.6,33.2,
A154,5,2020-09-18,4.6797,27.6,33.2,
A160,5,2020-09-18,4.5406,27.5,33.2,
A166,5,2020-09-18,6.5467,27.5,33.2,
A180,5,2020-09-18,4.342,27.5,33.2,
A181,5,2020-09-18,4.6541,27.5,33.2,
A189,5,2020-09-18,3.4646,27.5,33.2,
A200,5,2020-09-18,6.7773,27.5,33.2,
358,5,2020-09-18,2.5459,27.5,33.2,
217,6,2020-09-18,5.9156,27.1,33.2,
221,6,2020-09-18,3.3106,27.1,33.2,
224,6,2020-09-18,7.4962,27.1,33.2,
241,6,2020-09-18,8.3745,27.1,33.2,
244,6,2020-09-18,4.5209,27.1,33.2,
251,6,2020-09-18,5.3435,27.1,33.2,
274,6,2020-09-18,9.3966,27,33.2,
277,6,2020-09-18,5.0559,27,33.2,
288,6,2020-09-18,7.6767,27,33.2,
A003,6,2020-09-18,4.0598,27.2,33.2,
A016,6,2020-09-18,3.8449,27.2,33.2,
A020,6,2020-09-18,3.1885,27.2,33.2,
A032,6,2020-09-18,7.1133,27.1,33.2,
A044,6,2020-09-18,6.0371,27.1,33.2,
A050,6,2020-09-18,3.6682,27.1,33.2,
A059,6,2020-09-18,7.1858,27.1,33.2,
A082,6,2020-09-18,5.4338,27.1,33.2,
A090,6,2020-09-18,4.2008,27.1,33.2,
A096,6,2020-09-18,3.7142,27.1,33.2,
A098,6,2020-09-18,5.3764,27.1,33.2,
A112,6,2020-09-18,3.9159,27.1,33.2,
A122,6,2020-09-18,4.9962,27.1,33.2,
A123,6,2020-09-18,4.2978,27.1,33.2,
A128,6,2020-09-18,4.7564,27.1,33.2,
A132,6,2020-09-18,6.3488,27.1,33.2,
A173,6,2020-09-18,4.1261,27.1,33.2,
A174,6,2020-09-18,4.9741,27.1,33.2,
A177,6,2020-09-18,4.6726,27.1,33.2,
A178,6,2020-09-18,3.6533,27.1,33.2,
A194,6,2020-09-18,3.942,27.1,33.2,
A145,6,2020-09-18,3.6915,27.1,33.2,
410,6,2020-09-18,2.5745,27,33.2,
205,7,2020-09-18,7.4336,26.8,33.3,
220,7,2020-09-18,4.9894,26.8,33.3,
226,7,2020-09-18,3.0038,26.8,33.3,
231,7,2020-09-18,4.9398,26.8,33.3,
247,7,2020-09-18,6.1729,26.8,33.3,
253,7,2020-09-18,11.6918,26.8,33.3,
262,7,2020-09-18,7.2043,26.8,33.3,
289,7,2020-09-18,11.3453,26.8,33.3,
291,7,2020-09-18,8.2051,26.8,33.3,
A001,7,2020-09-18,4.8731,26.8,33.3,
A007,7,2020-09-18,3.9861,26.8,33.3,
A009,7,2020-09-18,3.6832,26.8,33.3,
A019,7,2020-09-18,3.448,26.8,33.3,
A022,7,2020-09-18,3.9303,26.8,33.3,
A024,7,2020-09-18,6.8798,26.8,33.3,
A048,7,2020-09-18,3.5772,26.8,33.3,
A051,7,2020-09-18,5.7681,26.8,33.3,
A061,7,2020-09-18,6.662,26.8,33.3,
A067,7,2020-09-18,5.8695,26.8,33.3,
A075,7,2020-09-18,4.0684,26.8,33.3,
A077,7,2020-09-18,4.4786,26.8,33.3,
A084,7,2020-09-18,5.2715,26.8,33.3,
A105,7,2020-09-18,4.362,26.8,33.3,
A116,7,2020-09-18,4.2668,26.8,33.3,
A127,7,2020-09-18,4.9188,26.8,33.3,
A152,7,2020-09-18,7.9868,26.8,33.3,
A158,7,2020-09-18,5.3631,26.8,33.3,
A159,7,2020-09-18,4.5164,26.8,33.3,
A184,7,2020-09-18,4.4908,26.8,33.3,
A192,7,2020-09-18,3.8254,26.8,33.3,
A196,7,2020-09-18,3.4331,26.8,33.3,
211,8,2020-09-18,3.6387,26.9,33.2,
214,8,2020-09-18,5.1475,26.9,33.2,
222,8,2020-09-18,7.6469,26.9,33.2,
237,8,2020-09-18,8.231,26.9,33.2,
238,8,2020-09-18,5.8874,26.9,33.2,
239,8,2020-09-18,4.7765,26.9,33.2,
270,8,2020-09-18,8.2252,26.9,33.3,
282,8,2020-09-18,6.8417,26.9,33.3,
296,8,2020-09-18,10.5743,26.9,33.3,
A010,8,2020-09-18,3.7712,27,33.2,all of 8 were in tank 7
A029,8,2020-09-18,6.9998,27,33.2, looks pale
A038,8,2020-09-18,3.8398,27,33.2,
A041,8,2020-09-18,7.4116,27,33.2,
A052,8,2020-09-18,3.8637,27,33.2,
A060,8,2020-09-18,5.8909,27,33.2,
A072,8,2020-09-18,4.6263,27,33.2,
A078,8,2020-09-18,5.5274,27,33.2,
A083,8,2020-09-18,4.1626,27,33.2,
A097,8,2020-09-18,5.5158,27,33.2,
A101,8,2020-09-18,4.0848,27,33.2,pale
A111,8,2020-09-18,6.2332,26.9,33.3,pale
A114,8,2020-09-18,4.1288,26.9,33.3,
A131,8,2020-09-18,4.9909,26.9,33.3,
A134,8,2020-09-18,4.6576,26.9,33.3,
A157,8,2020-09-18,5.1954,26.9,33.3,
A161,8,2020-09-18,6.2943,26.9,33.3,
A165,8,2020-09-18,4.4381,26.9,33.3,
A183,8,2020-09-18,4.8099,26.9,33.3,
A185,8,2020-09-18,3.6426,26.9,33.3,
A188,8,2020-09-18,3.9854,26.9,33.3,
208,1,2020-10-02,5.3561,27.9,32.4,water sample #1 taken
218,1,2020-10-02,4.2479,27.9,32.4,
230,1,2020-10-02,8.2648,27.8,32.4,
243,1,2020-10-02,5.6456,27.8,32.4,
245,1,2020-10-02,4.2698,27.9,32.4,
279,1,2020-10-02,4.7839,27.8,32.4,
281,1,2020-10-02,8.1899,27.8,32.4,
283,1,2020-10-02,8.9261,27.8,32.4,
A005,1,2020-10-02,6.6327,27.8,32.4,
A012,1,2020-10-02,4.1126,27.8,32.4,
A030,1,2020-10-02,3.9492,27.8,32.4,
A031,1,2020-10-02,5.2868,27.7,32.4,
A033,1,2020-10-02,2.9368,27.7,32.4,
A047,1,2020-10-02,4.2924,27.7,32.4,
A053,1,2020-10-02,8.0963,27.7,32.4,
A055,1,2020-10-02,6.0505,27.8,32.4,
A069,1,2020-10-02,4.3339,27.7,32.4,
A088,1,2020-10-02,4.6577,27.7,32.4,
A103,1,2020-10-02,3.9341,27.7,32.4,
A104,1,2020-10-02,5.3263,27.7,32.4,
A110,1,2020-10-02,4.1597,27.7,32.4,
A113,1,2020-10-02,6.3729,27.7,32.4,
A120,1,2020-10-02,4.4651,27.6,32.4,
A164,1,2020-10-02,6.4364,27.6,32.4,
A170,1,2020-10-02,5.2727,27.7,32.4,
A182,1,2020-10-02,5.0189,27.7,32.4,
A186,1,2020-10-02,4.0168,27.7,32.4,
A191,1,2020-10-02,3.7791,27.7,32.4,
334,1,2020-10-02,2.8307,27.8,32.4,
471,1,2020-10-02,5.9416,27.8,32.4,
207,2,2020-10-02,5.1016,27.5,32.4,
209,2,2020-10-02,4.5585,27.5,32.4,
225,2,2020-10-02,9.6351,27.5,32.4,
234,2,2020-10-02,6.7397,27.5,32.4,
242,2,2020-10-02,6.1135,27.5,32.4,
260,2,2020-10-02,3.3148,27.5,32.4,
263,2,2020-10-02,3.8178,27.5,32.4,
273,2,2020-10-02,8.4983,27.5,32.4,
275,2,2020-10-02,8.4702,27.5,32.4,
A006,2,2020-10-02,4.3088,27.5,32.4,
A013,2,2020-10-02,4.0169,27.5,32.4,
A023,2,2020-10-02,5.2012,27.5,32.4,
A025,2,2020-10-02,4.0154,27.5,32.4,
A035,2,2020-10-02,2.8475,27.5,32.4,
A042,2,2020-10-02,5.1366,27.4,32.4,
A043,2,2020-10-02,4.7877,27.4,32.4,
A065,2,2020-10-02,4.585,27.4,32.4,
A079,2,2020-10-02,4.3908,27.5,32.4,
A080,2,2020-10-02,7.1085,27.5,32.4,
A085,2,2020-10-02,5.4489,27.4,32.4,
A093,2,2020-10-02,7.1048,27.4,32.4,
A099,2,2020-10-02,4.0348,27.4,32.4,
A124,2,2020-10-02,4.2811,27.4,32.4,
A133,2,2020-10-02,5.9733,27.3,32.4,
A156,2,2020-10-02,6.3538,27.4,32.4,
A168,2,2020-10-02,5.5336,27.3,32.4,
A171,2,2020-10-02,3.8139,27.4,32.4,
A187,2,2020-10-02,8.19,27.4,32.4,
A193,2,2020-10-02,3.8907,27.3,32.4,
A197,2,2020-10-02,3.8797,27.4,32.4,
469,2,2020-10-02,4.0359,27.5,32.4,
201,3,2020-10-02,7.9963,27.3,32.4,
202,3,2020-10-02,6.5401,27.3,32.4,
215,3,2020-10-02,4.3927,27.3,32.4,
232,3,2020-10-02,8.0081,27.2,32.5,
254,3,2020-10-02,5.3991,27.2,32.5,
258,3,2020-10-02,4.675,27.2,32.5,
265,3,2020-10-02,9.1065,27.2,32.5,
269,3,2020-10-02,7.8719,27.2,32.5,
293,3,2020-10-02,4.86768,27.2,32.5,
A011,3,2020-10-02,5.4802,27.1,32.5,
A014,3,2020-10-02,3.9386,27.1,32.5,
A018,3,2020-10-02,3.6648,27.1,32.5,
A021,3,2020-10-02,5.0794,27.2,32.5,
A036,3,2020-10-02,3.19369,27.2,32.5,
A039,3,2020-10-02,6.2008,27.1,32.5,
A056,3,2020-10-02,4.5825,27.1,32.5,
A058,3,2020-10-02,8.178,27.1,32.5,
A064,3,2020-10-02,4.834,27.2,32.5,
A094,3,2020-10-02,6.7125,27.1,32.5,
A100,3,2020-10-02,4.0835,27.1,32.5,
A106,3,2020-10-02,4.7114,27.1,32.5,
A119,3,2020-10-02,4.4426,27.1,32.5,
A125,3,2020-10-02,4.0361,27.1,32.5,
A130,3,2020-10-02,6.8307,27.1,32.5,
A162,3,2020-10-02,4.9999,27,32.5,
A167,3,2020-10-02,6.3796,27,32.5,
A175,3,2020-10-02,7.2092,27,32.5,
A190,3,2020-10-02,3.8156,27,32.5,
A195,3,2020-10-02,4.1167,27,32.5,
A070,3,2020-10-02,3.9054,27.1,32.5,
A092,3,2020-10-02,3.9084,27.1,32.5,
204,4,2020-10-02,5.0741,26.8,32.5,
216,4,2020-10-02,6.9985,26.8,32.5,
235,4,2020-10-02,7.1253,26.8,32.5,
261,4,2020-10-02,3.5855,26.8,32.5,
266,4,2020-10-02,5.3529,26.8,32.5,
272,4,2020-10-02,4.0287,26.8,32.5,
284,4,2020-10-02,7.6416,26.8,32.5,
285,4,2020-10-02,8.7299,26.8,32.5,
A002,4,2020-10-02,4.2126,26.9,32.5,
A008,4,2020-10-02,4.0011,27,32.5,
A027,4,2020-10-02,4.7649,27,32.5,
A034,4,2020-10-02,2.7865,26.9,32.5,
A037,4,2020-10-02,3.623,26.9,32.5,
A040,4,2020-10-02,9.1138,26.9,32.5,
A045,4,2020-10-02,4.677,26.9,32.5,
A046,4,2020-10-02,6.2693,27,32.5,
A068,4,2020-10-02,4.3698,26.9,32.5,
A071,4,2020-10-02,4.809,26.9,32.5,
A076,4,2020-10-02,4.7966,26.9,32.5,
A089,4,2020-10-02,8.0789,26.9,32.5,
A102,4,2020-10-02,5.6841,26.9,32.5,
A107,4,2020-10-02,4.4857,26.9,32.5,
A118,4,2020-10-02,3.8304,26.9,32.5,
A129,4,2020-10-02,6.8172,26.9,32.5,top chopped off
A155,4,2020-10-02,4.682,26.9,32.5,
A163,4,2020-10-02,5.9202,26.9,32.5,
A172,4,2020-10-02,3.9753,26.9,32.5,
A176,4,2020-10-02,8.4698,26.9,32.5,
A179,4,2020-10-02,4.3877,26.9,32.5,
A198,4,2020-10-02,3.8962,26.9,32.5,
A199,4,2020-10-02,10.7056,26.8,32.5,
A153,4,2020-10-02,3.3525,27,32.5,water sample #2 end of tank 4
227,5,2020-10-02,3.1313,27.7,32.4,water sample #3 start of tank 5
228,5,2020-10-02,7.3533,27.7,32.4,
250,5,2020-10-02,5.134,27.7,32.4,
252,5,2020-10-02,5.0148,27.7,32.4,
256,5,2020-10-02,10.7849,27.7,32.4,
264,5,2020-10-02,10.8918,27.7,32.4,
268,5,2020-10-02,7.4169,27.7,32.4,
276,5,2020-10-02,7.465,27.7,32.4,
A004,5,2020-10-02,4.2887,28.1,32.3,
A015,5,2020-10-02,3.5011,28.1,32.3,
A017,5,2020-10-02,3.3487,28.1,32.3,
A028,5,2020-10-02,3.4596,28.1,32.4,
A049,5,2020-10-02,6.5317,28.1,32.4,
A057,5,2020-10-02,6.2994,28.1,32.4,
A062,5,2020-10-02,3.5238,28.1,32.4,
A066,5,2020-10-02,4.1759,27.9,32.4,
A086,5,2020-10-02,4.9689,27.9,32.4,small abrasion 
A087,5,2020-10-02,5.1543,27.9,32.4,
A091,5,2020-10-02,5.0195,27.9,32.4,
A095,5,2020-10-02,4.8645,27.9,32.4,
A109,5,2020-10-02,4.8685,27.9,32.4,
A115,5,2020-10-02,3.6151,27.9,32.4,
A121,5,2020-10-02,7.0625,27.9,32.4,
A154,5,2020-10-02,4.8332,27.9,32.4,
A160,5,2020-10-02,4.6596,27.8,32.4,
A166,5,2020-10-02,6.6734,27.8,32.4,
A180,5,2020-10-02,4.4169,27.8,32.4,
A181,5,2020-10-02,4.7514,27.8,32.4,
A189,5,2020-10-02,3.5094,27.8,32.4,
A200,5,2020-10-02,6.9211,27.8,32.4,
358,5,2020-10-02,2.6096,27.7,32.4,
217,6,2020-10-02,6.0099,27.6,32.4,
221,6,2020-10-02,3.3827,27.5,32.4,
224,6,2020-10-02,7.6024,27.5,32.4,
241,6,2020-10-02,8.4866,27.5,32.4,
244,6,2020-10-02,4.5783,27.5,32.4,
251,6,2020-10-02,5.4299,27.5,32.4,
274,6,2020-10-02,9.5051,27.6,32.4,
277,6,2020-10-02,5.1322,27.6,32.4,
288,6,2020-10-02,7.7762,27.6,32.4,
A003,6,2020-10-02,4.0931,27.6,32.4,
A016,6,2020-10-02,3.9187,27.6,32.4,
A020,6,2020-10-02,3.2401,27.6,32.4,
A032,6,2020-10-02,7.2222,27.6,32.4,
A044,6,2020-10-02,6.0975,27.6,32.4,
A050,6,2020-10-02,3.7324,27.6,32.4,
A059,6,2020-10-02,7.1632,27.6,32.4,
A082,6,2020-10-02,5.5585,27.6,32.4,
A090,6,2020-10-02,4.2953,27.6,32.4,
A096,6,2020-10-02,3.7495,27.4,32.4,
A098,6,2020-10-02,5.4129,27.4,32.4,
A112,6,2020-10-02,3.9838,27.4,32.4,
A122,6,2020-10-02,5.0876,27.4,32.4,
A123,6,2020-10-02,4.3402,27.4,32.4,
A128,6,2020-10-02,4.8624,27.4,32.4,
A132,6,2020-10-02,6.5071,27.4,32.4,
A173,6,2020-10-02,4.1899,27.4,32.4,
A174,6,2020-10-02,5.0719,27.4,32.4,
A177,6,2020-10-02,4.7438,27.4,32.4,
A178,6,2020-10-02,3.7079,27.4,32.4,
A194,6,2020-10-02,3.989,27.4,32.4,
A145,6,2020-10-02,NA,27.4,32.4,
410,6,2020-10-02,2.6465,27.6,32.4,
205,7,2020-10-02,7.5523,27,32.4,
220,7,2020-10-02,5.0614,27,32.4,
226,7,2020-10-02,3.037,27,32.4,
231,7,2020-10-02,5.0348,27,32.4,
247,7,2020-10-02,6.2413,27,32.4,
253,7,2020-10-02,11.8056,27,32.4,
262,7,2020-10-02,7.2888,27,32.4,
289,7,2020-10-02,11.4703,27,32.4,
291,7,2020-10-02,8.2881,27,32.4,
A001,7,2020-10-02,4.8982,27,32.4,
A007,7,2020-10-02,4.0116,27,32.4,
A009,7,2020-10-02,3.6966,27,32.4,
A019,7,2020-10-02,3.4906,27,32.4,
A022,7,2020-10-02,3.9727,27,32.4,
A024,7,2020-10-02,6.9393,27,32.4,
A048,7,2020-10-02,3.6233,27,32.4,
A051,7,2020-10-02,5.8229,27,32.4,
A061,7,2020-10-02,6.7343,27,32.4,
A067,7,2020-10-02,5.9606,27,32.4,
A075,7,2020-10-02,4.1345,27,32.4,
A077,7,2020-10-02,4.561,27,32.4,
A084,7,2020-10-02,5.3799,27,32.4,
A105,7,2020-10-02,4.4266,27,32.4,
A116,7,2020-10-02,4.3175,27,32.4,
A127,7,2020-10-02,4.9977,27,32.4,
A152,7,2020-10-02,8.0522,27,32.4,
A158,7,2020-10-02,5.4354,27,32.4,
A159,7,2020-10-02,4.5698,27,32.4,
A184,7,2020-10-02,4.5228,27,32.4,
A192,7,2020-10-02,3.8581,27,32.4,
A196,7,2020-10-02,3.4636,27,32.4,
211,8,2020-10-02,3.6832,26.9,32.4,
214,8,2020-10-02,5.1935,26.9,32.4,
222,8,2020-10-02,7.7041,26.9,32.4,
237,8,2020-10-02,8.3199,26.9,32.4,
238,8,2020-10-02,5.9564,26.9,32.4,
239,8,2020-10-02,4.8214,26.9,32.4,
270,8,2020-10-02,8.2824,26.9,32.4,
282,8,2020-10-02,6.9093,26.9,32.4,
296,8,2020-10-02,10.6745,26.9,32.4,
A010,8,2020-10-02,,26.8,32.4,
A029,8,2020-10-02,7.0284,26.8,32.4,
A038,8,2020-10-02,3.8806,26.8,32.4,
A041,8,2020-10-02,7.4414,26.8,32.4,
A052,8,2020-10-02,3.8861,26.8,32.4,
A060,8,2020-10-02,5.9216,26.8,32.4,
A072,8,2020-10-02,4.6672,26.8,32.4,
A078,8,2020-10-02,5.5887,26.8,32.4,
A083,8,2020-10-02,4.286,26.8,32.4,
A097,8,2020-10-02,5.5408,26.8,32.4,
A101,8,2020-10-02,4.0984,26.8,32.4,
A111,8,2020-10-02,6.3108,26.8,32.4,
A114,8,2020-10-02,4.1149,26.9,32.4,
A131,8,2020-10-02,5.0406,26.9,32.4,
A134,8,2020-10-02,4.7228,26.9,32.4,
A157,8,2020-10-02,5.2433,26.8,32.4,
A161,8,2020-10-02,6.3489,26.8,32.4,
A165,8,2020-10-02,4.5026,26.8,32.4,
A183,8,2020-10-02,4.8387,26.8,32.4,
A185,8,2020-10-02,3.6739,26.8,32.4,
A188,8,2020-10-02,4.0218,26.8,32.4,
